0.005,366.8
0.01,311.9
0.015,310.6
0.02,321.4
0.025,312.5
0.03,304.3
0.035,302.3
0.04,355.5
0.045,350.7
0.05,353.8
0.055,347.1
0.06,354.4
0.065,351.4
0.07,353.2
0.075,347.4
0.08,488.6
0.085,502.1
0.09,496.6
0.095,500.7
0.1,496.6
